State,Year,Age,Type of Disorder,Sex,Type of Mental Disorder,Occupation,"New cases per 100,000","New Cases / 100,000",
Himachal Pradesh,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.19490254,26,
Other Union Territories,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.37709224,26,
Andhra Pradesh,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.97406361,25,
Assam,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.80496288,25,
Delhi,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.31940896,26,
Goa,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.25020798,26,
Haryana,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.14817985,26,
Karnataka,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.17102624,26,
Kerala,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.31085122,26,
Maharashtra,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.88126486,25,
Manipur,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.91153241,25,
Meghalaya,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.90687428,25,
Mizoram,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.05880475,26,
Nagaland,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.26506957,26,
Odisha,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.83900536,25,
Punjab,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.95982525,25,
Rajasthan,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.00855384,26,
Sikkim,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.29323793,26,
Tamil Nadu,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,23.85645598,23,
Tripura,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.09351597,26,
West Bengal,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.06444647,26,
Bihar,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.67259801,25,
Chhattisgarh,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.12374854,26,
Jharkhand,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.72059774,25,
Madhya Pradesh,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.6830881,25,
Uttar Pradesh,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.83941763,25,
Gujarat,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,25.99338319,25,
Telangana,2019,15-19 y,Mental Disorder,Male,Schizophrenia,School Student,26.1626481,26,
Jammu & Kashmir and Ladakh,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.5697678,19,
Arunachal Pradesh,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.81821693,19,
Uttarakhand,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.76823766,19,
Himachal Pradesh,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.56511561,19,
Other Union Territories,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.80537252,19,
Andhra Pradesh,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.56849859,19,
Assam,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.6510337,19,
Delhi,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.93337048,19,
Goa,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.92442767,19,
Haryana,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.86958572,19,
Karnataka,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.64280253,19,
Kerala,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.95776762,19,
Maharashtra,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.70295224,19,
Manipur,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.63135646,19,
Meghalaya,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.72413167,19,
Mizoram,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.78387022,19,
Nagaland,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.67959659,19,
Odisha,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.46709939,19,
Punjab,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.6479036,19,
Rajasthan,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.64281382,19,
Sikkim,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.87511428,19,
Tamil Nadu,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,17.66962869,17,
Tripura,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.78538835,19,
West Bengal,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.73459566,19,
Bihar,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.75766813,19,
Chhattisgarh,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.66760634,19,
Jharkhand,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.49521569,19,
Madhya Pradesh,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.53421971,19,
Uttar Pradesh,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.59124855,19,
Gujarat,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.95904633,19,
Telangana,2019,15-19 y,Mental Disorder,Female,Schizophrenia,School Student,19.7496416,19,
Jammu & Kashmir and Ladakh,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,499.3669021,499,
Arunachal Pradesh,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,501.7581431,501,
Uttarakhand,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,500.7033581,500,
Himachal Pradesh,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,497.4344273,497,
Other Union Territories,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,503.4291095,503,
Andhra Pradesh,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,503.229684,503,
Assam,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,507.2993146,507,
Delhi,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,495.1882079,495,
Goa,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,377.1881864,377,
Haryana,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,498.1379341,498,
Karnataka,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,499.5505401,499,
Kerala,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,577.2498164,577,
Maharashtra,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,494.5372653,494,
Manipur,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,597.0168859,597,
Meghalaya,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,500.0299664,500,
Mizoram,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,497.6976978,497,
Nagaland,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,499.838711,499,
Odisha,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,502.3107836,502,
Punjab,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,445.8703737,445,
Rajasthan,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,557.2831679,557,
Sikkim,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,499.1823622,499,
Tamil Nadu,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,461.472732,461,
Tripura,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,502.4882466,502,
West Bengal,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,475.9879388,475,
Bihar,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,500.1907154,500,
Chhattisgarh,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,341.6452903,341,
Jharkhand,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,576.5287638,576,
Madhya Pradesh,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,359.6261698,359,
Uttar Pradesh,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,433.5466582,433,
Gujarat,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,413.9655205,413,
Telangana,2019,20-24 y,Mental Disorder,Male,Anxiety disorders,College Student,499.2970938,499,
Jammu & Kashmir and Ladakh,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,669.6088536,669,
Arunachal Pradesh,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,662.9209629,662,
Uttarakhand,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,669.4728437,669,
Himachal Pradesh,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,666.2581107,666,
Other Union Territories,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,662.9937024,662,
Andhra Pradesh,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,665.5951104,665,
Assam,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,661.5858432,661,
Delhi,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,669.127065,669,
Goa,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,517.7755512,517,
Haryana,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,666.901689,666,
Karnataka,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,665.2110707,665,
Kerala,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,847.1845268,847,
Maharashtra,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,663.5655121,663,
Manipur,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,846.8327927,846,
Meghalaya,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,669.7202658,669,
Mizoram,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,665.495548,665,
Nagaland,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,665.4642969,665,
Odisha,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,671.0998725,671,
Punjab,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,592.3693133,592,
Rajasthan,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,706.2809248,706,
Sikkim,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,663.8873549,663,
Tamil Nadu,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,668.4312408,668,
Tripura,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,661.7358353,661,
West Bengal,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,733.6747136,733,
Bihar,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,673.3258174,673,
Chhattisgarh,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,502.4219375,502,
Jharkhand,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,722.0389785,722,
Madhya Pradesh,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,481.7939998,481,
Uttar Pradesh,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,659.6759533,659,
Gujarat,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,630.9569319,630,
Telangana,2019,20-24 y,Mental Disorder,Female,Anxiety disorders,College Student,665.5433828,665,
Jammu & Kashmir and Ladakh,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,48.56333603,48,
Arunachal Pradesh,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.11002128,49,
Uttarakhand,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,52.42157029,52,
Himachal Pradesh,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,48.99315789,48,
Other Union Territories,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,47.60110694,47,
Andhra Pradesh,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.98350798,49,
Assam,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,50.73346013,50,
Delhi,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.5401977,49,
Goa,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,47.44531381,47,
Haryana,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.62566355,49,
Karnataka,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,50.24940849,50,
Kerala,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,47.29682552,47,
Maharashtra,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.46101122,49,
Manipur,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.78085771,49,
Meghalaya,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.2285647,49,
Mizoram,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.10363335,49,
Nagaland,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.73249768,49,
Odisha,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,50.59595526,50,
Punjab,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,50.24810693,50,
Rajasthan,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,50.37384479,50,
Sikkim,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,48.6309973,48,
Tamil Nadu,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,44.09776989,44,
Tripura,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.0761497,49,
West Bengal,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,48.59700945,48,
Bihar,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.83013732,49,
Chhattisgarh,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,51.24241147,51,
Jharkhand,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.99099209,49,
Madhya Pradesh,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,50.75801043,50,
Uttar Pradesh,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,50.45198363,50,
Gujarat,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.62223511,49,
Telangana,2019,20-24 y,Mental Disorder,Male,Bipolar disorder,College Student,49.26284731,49,
Jammu & Kashmir and Ladakh,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.54211979,40,
Arunachal Pradesh,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.02526539,41,
Uttarakhand,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,42.90905366,42,
Himachal Pradesh,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.34432658,40,
Other Union Territories,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,39.72262992,39,
Andhra Pradesh,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.59561265,41,
Assam,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,43.49631862,43,
Delhi,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.08561471,41,
Goa,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,39.23982315,39,
Haryana,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.55328298,40,
Karnataka,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.38920533,41,
Kerala,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,37.57267231,37,
Maharashtra,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.18388003,40,
Manipur,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.37932638,41,
Meghalaya,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.26302299,41,
Mizoram,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.54116127,40,
Nagaland,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.27785008,41,
Odisha,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,43.42457451,43,
Punjab,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.89390704,40,
Rajasthan,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.43657049,41,
Sikkim,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.40553748,40,
Tamil Nadu,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,35.76981466,35,
Tripura,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,40.87320274,40,
West Bengal,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,41.14383598,41,
Bihar,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,42.35852098,42,
Chhattisgarh,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,43.01734644,43,
Jharkhand,2019,20-24 y,Mental Disorder,Female,Bipolar disorder,College Student,42.9830829,42,
